Name	Set	ImageFile	Type	Faction	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Rarity	Designators	Text	Script
Netherworld Cartographer	bettertomorrow	netherworld_cartographer.png	Character	Four Monarchs	Ice Scholar	1	{arc}	{arc}	1			Fixed	netherworld cartographer ice scholar	Turn exactly one "Netherworld Cartographer" and target an unrevealed Feng Shui Site, which may not be revealed in response :: Reveal the target. If the target is Unique or <Netherworld>, gain 1 Power.	
The Doctor	bettertomorrow	the_doctor.png	Character	Four Monarchs	Dis-Timed Ice Healer	2	{arc}	{arc}{mon}	2			Fixed	doctor dis timed ice healer	Unique. Turn :: Turn all damaged cards in play. Heal all Characters in play.	
Wasteland Rangers	bettertomorrow	wasteland_rangers.png	Character	Four Monarchs	Thunder Warriors	2	{arc}	{arc}	2			Fixed	wasteland ranger thunder warrior	<Warriors> you control at this location gain Ambush.	
Nomad Band	bettertomorrow	nomad_band.png	Character	Four Monarchs	Thunder Survivors	3	{arc}	{arc}	3			Fixed	nomad band thunder survivor	Mobility. +2 combat damage against Sites. The rules text of any Site targeted by this card in an attack is canceled until end of the turn.	
Fire Emissary	bettertomorrow	fire_emissary.png	Character	Four Monarchs	Warrior Diplomat	4	{arc}	{arc}	*			Fixed	fire emissary warrior diplomat	When this card enters play, immediately toast up to 3 Characters in your smoked pile. This card's Fighting is equal to the total printed Fighting of the toasted Characters, and it gains all bold-faced abilities possessed by those Characters.	
Blighted Platoon	bettertomorrow	blighted_platoon.png	Character	Four Monarchs	Irradiated Fire Warriors	3	{arc}{arc}{arc}	{arc}	4			Fixed	blighted platoon irradiated fire warrior	Corrupted. Once per turn, you may target a Character at this location :: Inflict X non-combat damage on target. X = the damage on this card.	
Commodore Watson	bettertomorrow	commodore_watson.png	Character	Four Monarchs	Warrior of the Sunless Sea	4	{arc}{arc}{arc}	{arc}	6			Fixed	commodore watson warrior sunless sea	Unique. Loyalty. Toughness: 1 while you control at least two Characters with different titles. Ambush while you control at least three Characters with different titles.	
Duelling Champion	bettertomorrow	duelling_champion.png	Character	Four Monarchs	Ice Soldier	4	{arc}{arc}	{arc}	6			Fixed	duelling champion ice soldier	When this card is attacking a Character, or is the target of an attack, the combat damage of Characters at this location with Fighting lower than this card is reduced to 0.	
Marshal Masterson	bettertomorrow	marshal_masterson.png	Character	Four Monarchs	Veteran Thunder Soldier	4	{arc}{arc}{arc}	{arc}	5			Fixed	marshal masterson veteran thunder soldier	Unique. Ambush. Tactics. When this card ceases attacking, you may choose another Character that is still attacking. That Character gains Ambush until the end of the attack.	
Li Ting	bettertomorrow	li_ting.png	Character	Four Monarchs	King of the Fire Pagoda	6	{arc}{arc}{arc}	{arc}{mon}{mon}	10			Fixed	li ting king fire pagoda	Unique. Damaged Characters cannot intercept <Fire> Characters you control. When this card turns to attack, target up to three Characters :: Inflict 3 non-combat damage, divided any way you choose, on targets.	
Summoning Circle	bettertomorrow	summoning_circle.png	Edge	Four Monarchs	Spirit Edge	2		{arc}				Fixed	summoning circle spirit	At the start of your turn, put a "Spirit" token into play.	
Vigilance	bettertomorrow	vigilance.png	Edge	Four Monarchs	Edge	2	{arc}{arc}					Fixed	vigilance	Unturned Characters you control gain +1 Fighting for each column in your Site structure.	
Amnesty	bettertomorrow	amnesty.png	Event	Four Monarchs	Event	1	{arc}					Fixed	amnesty	Return all States in play to their owners' hands.  Each owner gains power equal to the total cost of States returned to their hand.  No player may play States until the end of the turn.	
Vengeance in the Ashes	bettertomorrow	vengeance_in_the_ashes.png	Event	Four Monarchs	Fire Event	1	{arc}					Fixed	vengeance ash fire	Choose a Character in your smoked pile, and target a Character :: Toast the chosen Character and inflict X+3 non-combat damage on target. X = the toasted Character's printed Fighting.	
Tip of the Wedge	bettertomorrow	tip_of_the_wedge.png	Event	Four Monarchs	Event	0	{arc}{arc}					Fixed	tip wedge	Target a Character :: Target gains Tactics and +1 combat damage until the end of the turn for every Character you control that shares a designator with target.	
Reveille	bettertomorrow	reveille.png	Event	Four Monarchs	Event	1	{arc}{arc}					Fixed	reveille	Limited. Play when a Character you control enters combat. Choose one: gain 2 Power; or put a "Warrior" token into play.	
Spiked War Rig	bettertomorrow	spiked_war_rig.png	State	Four Monarchs	State	3	{arc}{arc}					Fixed	spiked war rig	Vehicle. Subject gains +4 Fighting. When subject is about to enter combat with a Character, inflict 2 non-combat damage on that Character.	
Soul Fire	bettertomorrow	soul_fire.png	State	Four Monarchs	Netherworld State	4	{arc}{arc}					Fixed	soul fire netherworld	Not cumulative. Subject Character gains +5 Fighting and Loyalty. When an effect removes one or more cards other than "Soul Fire" from any smoked pile and puts them into play, you may return one copy of this card to play on a legal subject.	
Facilitator	bettertomorrow	facilitator.png	Character	High Tech Magic Chi	Netherworld Mediator	2		c{mon}t	2			Fixed	facilitator netherworld mediator	Your hand size is increased by 1. Once per turn, you may choose a resource you have in your pool :: Play a card ignoring one of the chosen resource conditions. You may generate this effect while this card is in your smoked pile.	
Johann Bonengel	bettertomorrow	johann_bonengel.png	Character	High Tech	Dis-Timed NeoBuro President	4		t	5			Fixed	johann bonengel dis timed neo buro president	Unique. Uncopyable. You must have at least three resources of the same faction to play this card. The number of Sites you need for victory is reduced by one. When this card is smoked, you may toast two cards in your smoked pile :: Shuffle this card back into your deck.	
Sprung-Li	bettertomorrow	sprung_li.png	Character	Magic	Duplicitous Sorcerer	3		{mon}	3			Fixed	sprung li duplicitous sorcerer	Unique.  Uncopyable. When a Character token enters play under another player’s control, put a token of the same description into play under your control.  When this card enters play, put an “Undead” token into play under each player’s control.	
Dream Team	bettertomorrow	dream_team.png	Event	Unaligned	Event	1						Fixed	dream team	Target two Characters that share a designator :: Both targets gain Unstoppable, Toughness: 1, and +1 Fighting until the end of the turn.	
Curse of Binding	bettertomorrow	curse_of_binding.png	Event	Magic	Event	1	{mon}					Fixed	curse binding	Choose a designator :: until the end of the turn, Characters with that designator cannot be turned.	
Hohman Station Alpha	bettertomorrow	hohman_station_alpha.png	Feng Shui Site	Unaligned	Orbital Feng Shui Site	0				1	5	Fixed	hohman station alpha orbital	Unique. Turn and maintain and target a Feng Shui Site, which cannot be revealed in response :: If target is unrevealed, inflict 2 non-combat damage on it. All other non-combat damage inflicted on target is increased by 1.	
Sunken City District	bettertomorrow	sunken_city_district.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	8	Fixed	sunken city district	Turn and target an opponent's back row Site :: Until the end of the turn, target is a legal target for attack.	
Abandoned Old Shop	bettertomorrow	abandoned_old_shop.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	10	Fixed	abandoned old shop	Immediately place a counter on this card when it is revealed. Remove a counter and target a non-Site card you own :: Return target to its owner's hand.	
Ancient Tollbridge	bettertomorrow	ancient_tollbridge.png	Feng Shui Site	Unaligned	Netherworld Feng Shui Site	0				1	8	Fixed	ancient tollbridge netherworld	Cannot be burned. Damage inflicted on this card by an opponent with no Power in their pool is reduced to 0.	
Beached Supertanker	bettertomorrow	beached_supertanker.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	16	Fixed	beached super tanker	-X Body. At the start of your turn, put a counter on this card. X = the number of these counters on this card.  When this Site is seized, remove all of these counters from this card.	
Echoing Cavern	bettertomorrow	echoing_cavern.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	9	Fixed	echoing cavern	When an opponent is closer to victory than you and gains, generates, or steals Power due to an Event they played, turn :: Gain an equal amount of Power.	
Golden Sky Island	bettertomorrow	golden_sky_island.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	7	Fixed	golden sky island	Turn in response to an effect generated by an opponent that changes the target of an attack, or would cause an attacker to cease attacking :: Cancel that effect.	
Hall of Parliament	bettertomorrow	hall_of_parliament.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	7	Fixed	hall parliament	Turn :: Play a non-foundation Edge at -1 cost.	
Isolated Banyan Grove	bettertomorrow	isolated_banyan_grove.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	6	Fixed	isolated banyan grove	Sites at this location gain Toughness:1 and Immunity to opponents' effects that would damage them or remove them from play.	
Prismatic Waterfall	bettertomorrow	prismatic_waterfall.png	Feng Shui Site	High Tech Magic Chi	Feng Shui Site	2		c{mon}t		1	9	Fixed	prismatic waterfall	Limited. After you play this card, you may only declare one more attack until the beginning of your next turn.	
Salt Mine	bettertomorrow	salt_mine.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	7	Fixed	salt mine	Limited. When an opponent who is closer to victory than you starts their Main Shot, you may either unturn this card or turn :: Gain 1 Power.	
Shifting Sands	bettertomorrow	shifting_sands.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	8	Fixed	shifting sand	Turn and target a Character or a Site :: Redirect 1 damage inflicted on this card to target. Reload: discard a Character.	
Traveling Theater	bettertomorrow	traveling_theater.png	Feng Shui Site	Unaligned	Netherworld Feng Shui Site	0				1	8	Fixed	traveling theater netherworld	Turn and target a Character or Site :: Redirect 1 damage inflicted on target to this card.	
Undisturbed Rainforest	bettertomorrow	undisturbed_rainforest.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	7	Fixed	undisturbed rainforest	Limited. This card generates an additional Power while all of your Sites are undamaged.	
Walled Enclave	bettertomorrow	walled_enclave.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	7	Fixed	walled enclave	Limited. Turn when an opponent plays a card with a printed cost of 0 :: Gain 1 Power.	
Wasteland Steppes	bettertomorrow	wasteland_steppes.png	Feng Shui Site	Unaligned	Feng Shui Site	0				1	7	Fixed	wasteland steppe	Turn and target an Edge controlled by an opponent :: Cancel target until the end of the turn.	
IKTV Radio Outpost	bettertomorrow	iktv_radio_outpost.png	Site	High Tech	Netherworld Site	2		tt		1	6	Fixed	iktv radio outpost netherworld	Turn and flip a coin :: Heads: gain 1 power.	
Jacktown	bettertomorrow	jacktown.png	Site	Unaligned	Battleground Site	2				1	6	Fixed	jacktown battleground	Unique. Turn this card and a Character you control, and target an opponent's Character with Fighting no lower than two less than your Character's :: The two Characters enter a Face-Off. The controller of the winner of the Face-Off gains one power.	
Wasteland Exchange	bettertomorrow	wasteland_exchange.png	Site	Unaligned	Junkyard Site	2				1	7	Fixed	wasteland exchange junkyard	Turn and target a State you control :: Move the target to any legal subject you control.	
Valhalla	bettertomorrow	valhalla.png	Site	Unaligned	Site	3				2	8	Fixed	valhalla	Limited. Your hand size is reduced by 2. When you spend Power, you may draw a card.	
Defense Perimeter	bettertomorrow	defense_perimeter.png	State	Unaligned	Enclave State	1						Fixed	defense perimeter enclave	Play during any Main Shot. Subject Site and the Sites to subject's immediate left and right gain +3 Body and the designator <Battleground>.	
Specialist	bettertomorrow	specialist.png	State	Unaligned	State	1						Fixed	specialist	Not Cumulative. Play on a Character you own. Subject copies its own rules text.	
Chainsword	bettertomorrow	chainsword.png	State	Unaligned	Sword State	2						Fixed	sword chain	Weapon. You must have at least two of the same talent resource in your pool to play this card. Subject Character gains +4 combat damage and Immunity to non-Site cards with a printed cost of 0.	
Brain-Tape	bettertomorrow	brain_tape.png	State	High Tech	State	0	t					Fixed	brain tape	Play during any Main Shot in response to a Character leaving play. Subject Character copies the rules text of the Character that left play.	
The Beast	bettertomorrow	the_beast.png	State	High Tech	Tank State	4	tttt					Fixed	beast tank	Unique. Vehicle. Subject gains +5 Fighting and Toughness: 2. Turn this card and target a non-Unique Character at this location with Fighting of 3 or less :: Smoke target.	
